path,label
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/pos/ang20180922t212002_cmf_v2t1_img_tile256x256+543+1491.tif,1
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/pos/ang20180922t212002_cmf_v2t1_img_tile256x256+183+3104.tif,1
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+107+6472.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+305+5673.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+0+1197.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+84+73.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+0+4328.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+569+981.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+541+4264.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+0+858.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+448+2818.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+180+2556.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+0+4925.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+88+6887.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+142+1480.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+86+6142.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+0+3660.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+567+5800.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+377+5190.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+361+3960.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+292+4909.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+401+406.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+517+1756.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+416+4611.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+489+6832.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+268+3683.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+80+404.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+537+3692.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+0+2109.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+373+3421.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+306+958.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+552+671.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+567+5454.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+0+5422.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+0+1824.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+45+5843.tif,0
/localstore/ang/y18/cmf/ch4/ort/labels/AVng_2018_CaCH4_ch4mf_plumes_20210122_coords2cmflab/tiles256/ang20180922t212002_cmf_v2t1_img/bg/ang20180922t212002_cmf_v2t1_img_tile256x256+474+3117.tif,0
